,z,y,x,intensity,volume
66, 0.975,48.762,30.7395,286977,0.0419904
67,0.844444, 57.24,29.484,261597,0.0472392
68,0.933333,57.591,26.055,362253,0.0629856
69,0.854545,62.8855,28.2175,295018,0.0577368
70,  0.88,63.2124,34.263,285340,0.052488
71,  0.92,63.5526,38.3454,253442,0.052488
72,     1,63.747,30.051,374377,0.0734832
73,  0.95,65.448,35.235,260428,0.0419904
74,0.872727,68.5555,35.2571,373622,0.0577368
75, 1.025,18.7312,4.79925,271319,0.0419904
76,  1.16,20.655, 7.938,259548,0.052488
77,   1.1,22.437,13.365,309608,0.0419904
78, 1.175,22.842,0.7695,216128,0.0419904
79,1.02857,23.1891,8.16943,245715,0.0367416
80,  1.16,25.0128,15.9732,159209,0.026244
81,1.17143,26.6374,10.044,185259,0.0367416
82,  1.16,27.7992, 8.991,345940,0.052488
83,1.17143,28.7434, 8.424,190846,0.0367416
84,   1.1,29.727, 2.025,293747,0.0419904
85,   1.1,30.051,20.331,268886,0.0419904
86, 1.125,30.1725,3.13875,283808,0.0419904
87,   1.1,30.861,14.175,272226,0.0419904
88,     1,31.509,14.661,171802,0.0209952
89,1.11111,32.778,26.154,273825,0.0472392
90,     1,33.5016,12.231,318966,0.052488
91,1.11111,35.424,28.584,250575,0.0472392
92,   1.1,36.369,22.761,281384,0.0419904
93,1.04444,  37.8,  21.6,231298,0.0472392
94,1.11111,37.854, 24.21,242025,0.0472392
95,   1.1,39.285,22.275,330403,0.0419904
96,  1.22,40.5648,31.8978,256665,0.052488
97,   1.1,45.117,23.058,162667,0.0314928
98,1.15556,45.414,29.538,248784,0.0472392
99,     1,47.3364,30.0672,173706,0.026244
100,1.14545,50.1905,34.2115,262231,0.0577368
101,     1,50.787,27.702,213848,0.0314928
102,1.06667,51.012,36.036,262435,0.0472392
103, 1.175,51.759,30.1725,186662,0.0419904
104,1.05714,52.0483,37.4683,279188,0.0367416
105,     1,53.028,28.206,297992,0.0472392
106,1.04444,53.478,36.486,255540,0.0472392
107,   1.1,54.189,28.593,327069,0.0419904
108,     1, 58.59, 35.46,333234,0.0472392
109,  1.08,61.7544,37.989,262469,0.052488
110,     1, 65.07,33.516,238280,0.0472392
111,     1,67.311,38.475,144095,0.0209952
112,1.28889,23.868,  1.71,238963,0.0472392
113,1.31111,25.218,  9.63,267658,0.0472392
114,   1.3,26.811, 2.349,279639,0.0419904
115,  1.36,26.7948,21.9672,179637,0.026244
116,1.29091,28.8949,22.5916,265217,0.0577368
117,   1.3,33.291,17.901,227620,0.0419904
118,   1.2,34.0663,23.814,238195,0.0367416
119,1.31111, 35.91,18.864,244678,0.0472392
120,  1.28,36.7416,22.2588,172429,0.026244
121,1.32727,38.8211,20.7655,248377,0.0577368
122,1.28889,40.392,34.254,224488,0.0472392
123,   1.3,40.581,26.973,296341,0.0419904
124,  1.25,49.167,25.596,188595,0.0419904
125,  1.32,52.9416,29.079,252850,0.052488
126,   1.3,55.647,35.235,331846,0.0419904
127,   1.2,55.728,37.3063,220017,0.0367416
128,   1.3,59.049,31.671,188026,0.0419904
129,  1.32,60.993,29.1924,301581,0.052488
130,   1.3,62.127,32.319,285652,0.0419904
131,   1.3,66.339,35.073,318925,0.0419904
132,   1.3,66.825,38.313,311429,0.0419904
133,  1.44,21.4164,6.1722,193689,0.052488
134,1.49091,25.4487,20.8096,289785,0.0577368
135,   1.5,26.973,10.773,223380,0.0419904
136,   1.5,29.079,17.253,186835,0.0419904
137,   1.5,31.347,22.923,304852,0.0419904
138,  1.48,31.9464,26.325,262899,0.052488
139,   1.5,32.319,16.929,254083,0.0419904
140,   1.5,33.777,16.929,273008,0.0419904
141,  1.48,34.5384,19.683,336828,0.052488
142,1.48889, 35.19,18.108,249843,0.0472392
143,1.47273,38.5855,18.4091,328417,0.0577368
144,1.49091,38.8064,29.4987,262124,0.0577368
145,1.48889,38.952,32.184,311811,0.0472392
146,1.48889,41.868,26.838,353276,0.0472392
147,   1.5,45.603,23.733,221553,0.0419904
148,1.45714,47.0494,30.7106,151777,0.0367416
149,  1.48,47.061,29.5164,270512,0.052488
150,1.47273,47.8195,28.0849,351905,0.0577368
151,1.46667, 49.59, 36.36,207573,0.0472392
152,   1.5,53.541,32.805,351275,0.0419904
153,   1.4,54.189,32.967,145583,0.0209952
154,   1.5,58.1256,37.989,247144,0.052488
155,1.48889,59.022,36.702,326558,0.0472392
156,   1.5,60.021,26.163,270326,0.0419904
157,1.47273,64.7411,37.0685,249856,0.0577368
158,1.66667,19.683, 5.589,310516,0.0629856
159,   1.6,23.4576,6.9012,141511,0.026244
160,  1.72,24.4296,11.745,285282,0.052488
161,   1.7,24.543,14.013,281410,0.0419904
162,  1.75,24.462,21.951,228925,0.0419904
163,   1.6,27.1836,21.4812,174473,0.026244
164,   1.6, 27.54,1.50429,226773,0.0367416
165,   1.6,28.512, 9.153,46053,0.0104976
166,1.65455,28.6445,21.5755,327510,0.0577368
167,   1.6,29.3544,1.3932,157281,0.026244
168,   1.6,29.565,  4.86,209501,0.0314928
169,  1.68,29.6784, 7.533,288840,0.052488
170,   1.7,30.213,16.929,174373,0.0419904
171,  1.68,32.7564,23.409,300808,0.052488
172,  1.64,33.0804,22.0482,297824,0.052488
173,  1.75,35.478,14.337,213118,0.0419904
174,   1.6,35.964,22.437,189236,0.0314928
175,1.66667,44.658,23.409,222594,0.0314928
176, 1.625,51.0502,29.6865,231308,0.0419904
177,  1.76,50.8032,36.5472,155875,0.026244
178,1.74545,53.6515,30.2645,339093,0.0577368
179,   1.7,54.837,28.107,238123,0.0419904
180, 1.775,56.214,31.8735,242187,0.0419904
181,  1.72,60.021,38.9124,211696,0.052488
182,1.67273,60.3376,27.3191,352870,0.0577368
183,   1.7,60.345,39.771,221103,0.0419904
184,1.66667,67.464, 35.55,355211,0.0472392
185,   1.9,20.817,13.527,247956,0.0419904
186,   1.8,22.3358,13.6283,297680,0.0419904
187,1.97143,22.7494, 8.262,184482,0.0367416
188,1.88889, 27.27,22.608,321606,0.0472392
189,   1.9,28.431, 8.181,229308,0.0419904
190,1.93333,29.1195,24.0165,330010,0.0629856
191,1.86667,29.403, 0.702,158630,0.0314928
192,1.92727,30.2351,27.5695,331483,0.0577368
193,   1.8,31.752,8.86371,173272,0.0367416
194,  1.85,33.7972,29.3018,252510,0.0419904
195,  1.85,33.939,17.982,209261,0.0419904
196,1.86667,34.3845,10.8135,334600,0.0629856
197,  1.92,37.0656,31.509,265176,0.052488
198,1.85455,49.7045,25.7285,307786,0.0577368
199,   1.8,49.7138,33.3923,267161,0.0419904
200,   1.9,50.139,37.017,253598,0.0419904
201,1.93333,50.292,32.058,266992,0.0472392
202,  1.94,53.3952,34.6842,261426,0.052488
203,   1.9,54.189,31.833,320135,0.0419904
204,1.94545,54.7118,26.2145,286599,0.0577368
205,  1.88,55.485,29.6136,307581,0.052488
206,1.94545,55.9636,38.3204,317550,0.0577368
207,   1.8,56.3963,24.7658,262991,0.0419904
208,1.86667,57.582,33.714,228353,0.0472392
209,   1.9,57.753,36.045,339548,0.0419904
210,1.93333, 60.48,36.531,243857,0.0314928
211,   1.8,60.8657,31.0346,247145,0.0367416
212,1.94286,61.4211,27.7714,258667,0.0367416
213,     2,25.677, 4.212,210088,0.0314928
214,   2.1,27.621,14.661,279400,0.0419904
215,   2.1,29.241,19.683,245552,0.0419904
216,   2.1,29.403,15.147,180950,0.0419904
217,  2.16,32.3352,9.3312,102982,0.026244
218,   2.1,33.939,21.465,217919,0.0419904
219,  2.14,33.9066,30.6342,324178,0.052488
220,   2.1,34.2144,16.1352,234863,0.052488
221,  2.12,35.4456,30.051,229134,0.052488
222,   2.1,35.559,12.555,269017,0.0419904
223,2.11111,41.688,21.618,282734,0.0472392
224,2.13333,42.516, 28.98,290925,0.0472392
225,2.11111,43.344,27.918,237903,0.0472392
226,  2.04,47.7252,28.7388,142244,0.026244
227,2.11111, 52.92, 35.55,233007,0.0472392
228,  2.12,53.055,27.7344,254410,0.052488
229,  2.04,53.8812,33.2748,174802,0.026244
230,   2.2,56.4009,28.8734,471100,0.0682344
231,   2.1,57.753,37.017,320268,0.0419904
232,  2.12,58.2876,34.101,237863,0.052488
233,   2.1,61.803,28.593,225661,0.0419904
234,     2,62.208,27.783,216533,0.0314928
235,   2.3,20.007, 0.891,227158,0.0419904
236,2.28889,26.802,17.604,321947,0.0472392
237,   2.3,27.945,20.817,298515,0.0419904
238,   2.3,30.213,15.147,313024,0.0419904
239,   2.3,30.213,25.515,301978,0.0419904
240,2.28889,31.968, 4.608,240238,0.0472392
241,   2.3,33.615,14.499,307816,0.0419904
242,   2.3,42.363,22.113,260400,0.0419904
243,2.28889,42.516,23.274,260320,0.0472392
244,   2.2,43.038,26.136,105659,0.0157464
245,  2.35,44.0235,20.817,182059,0.0419904
246,   2.3,47.223,22.113,239928,0.0419904
247,  2.28,47.8224,35.073,327186,0.052488
248,2.28889,48.492,32.328,321655,0.0472392
249,2.26667,49.7745,36.0855,303577,0.0629856
250,   2.3,50.949,23.733,308629,0.0419904
251,  2.28,53.055,37.2276,272751,0.052488
252,2.25714,62.937,29.7386,521448,0.0734832
253,  2.28,66.9546,29.2734,351679,0.052488
254,2.44444,18.324, 1.656,286445,0.0472392
255,   2.5,20.331, 1.701,266933,0.0419904
256,  2.48,21.0924, 9.315,317291,0.052488
257,2.44444,21.222,16.146,279106,0.0472392
258,  2.48,22.113,10.1736,187048,0.052488
259,2.42857,22.1246,14.904,223575,0.0367416
260,   2.4,23.895,19.683,150597,0.0209952
261,2.47273,24.1969,1.32545,360906,0.0577368
262,2.46667,24.5025,15.1065,349523,0.0629856
263,   2.4,24.543,20.007,164130,0.0209952
264,  2.44,26.7138,20.0556,175145,0.052488
265,  2.48,27.5724,18.387,266932,0.052488
266,2.47273,28.3795,1.07509,368220,0.0577368
267,2.47273,29.1895,7.87909,338514,0.0577368
268,2.47273,29.3809,13.6375,314007,0.0577368
269,  2.48,30.9096, 3.807,238408,0.052488
270,   2.5,31.347,12.717,229109,0.0419904
271,2.46667,31.6305,10.1655,315892,0.0629856
272,   2.4,32.805, 4.374,182365,0.0314928
273,2.48889,33.102, 5.922,311035,0.0472392
274,   2.4,34.182,17.253,227948,0.0314928
275,   2.4,34.668,12.069,230553,0.0314928
276,  2.48,35.3484,20.331,284929,0.052488
277,2.42857,35.4549,11.6871,242443,0.0367416
278,2.46667,36.9765,18.4275,389543,0.0629856
279,2.63333,37.935,32.319,292234,0.0629856
280,2.55556,39.078,26.424,246669,0.0472392
281,2.47273,40.2349,19.9996,346315,0.0577368
282,2.47273,40.5295,21.6049,337541,0.0577368
283,2.48889,41.382,33.426,304480,0.0472392
284,2.47273,42.1495,32.3411,292617,0.0577368
285,2.48571,42.5366,26.6374,305036,0.0367416
286,2.42222,43.884,25.128,259980,0.0472392
287,   2.5,43.983,26.811,256929,0.0419904
288,   2.4,44.8537,22.5383,225044,0.0419904
289,   2.4,45.6516,26.1792,187215,0.026244
290,2.44444,46.188,22.068,327838,0.0472392
291,2.46667,49.4505,29.6865,385271,0.0629856
292,2.46667,  50.4,28.422,255562,0.0472392
293,  2.48,51.4026,26.1306,333630,0.052488
294,2.50909,51.516,28.8507,337862,0.0577368
295,   2.4,51.822,34.722,189430,0.0472392
296,  2.45,52.1438,25.3935,260388,0.0419904
297,   2.4,52.083,37.908,203130,0.0314928
298,  2.48,52.6824,24.543,322503,0.052488
299,   2.4,53.703,24.138,198430,0.0314928
300,2.42222,55.584,27.774,333334,0.0472392
301,   2.4,57.0564,36.3852,176633,0.026244
302,  2.48,57.2184,35.235,385196,0.052488
303,   2.4,60.507,29.322,190597,0.0314928
304,  2.46,63.1314,35.1378,271033,0.052488
305,  2.44,63.2772,36.3528,200146,0.026244
306,   2.5,64.071,36.531,300417,0.0419904
307,  2.44,64.5084,33.5502,348008,0.052488
308, 2.425,68.5665,36.612,178166,0.0419904
309,   2.6,21.627,  2.43,223836,0.0419904
310,   2.6,22.032, 7.209,194308,0.0314928
311,2.66667,23.904, 2.934,222572,0.0472392
312,2.62857,24.624,18.8614,228999,0.0367416
313,2.67273,27.9671,9.69055,268223,0.0577368
314,   2.6,30.132,4.58229,215326,0.0367416
315,  2.68,32.3676,21.951,277781,0.052488
316,  2.64,34.7652,16.7508,201669,0.026244
317,  2.64,38.961,18.3708,301586,0.052488
318,2.64444,40.986,  18.9,227725,0.0472392
319,2.67273,45.0655,29.3809,272395,0.0577368
320,2.66667,47.826,29.394,315599,0.0472392
321,   2.6,48.519,30.942,196969,0.0314928
322,2.66667,56.358,24.858,310974,0.0472392
323,  2.68,56.5704,38.961,259975,0.052488
324,   2.6,60.6083,36.6322,266769,0.0419904
325,2.66667,62.451,36.342,190184,0.0314928
326,   2.6,63.585,40.824,218274,0.0314928
327,2.92727,21.6785,11.3989,218606,0.0577368
328,2.92727,24.2116,4.31509,240970,0.0577368
329,  2.92,28.755,15.9084,328318,0.052488
330,2.94286,28.7897,17.9357,234520,0.0367416
331,  2.92,29.7756,18.873,256370,0.052488
332,2.91111,32.832, 3.474,288216,0.0472392
333,   2.9, 34.83,10.773,285175,0.0629856
334,   2.9,35.721,22.599,278144,0.0419904
335,2.91111,42.858,27.756,314363,0.0472392
336,2.90909,44.2407,32.8124,241417,0.0577368
337,2.94286,45.0823,26.6143,210304,0.0367416
338,  2.88,47.2068,25.6284,144821,0.026244
339,  2.95, 47.79,30.861,241755,0.0419904
340,2.95556, 56.25,37.926,255646,0.0472392
341,2.93333,56.736,33.498,285986,0.0472392
342,   2.9,58.725,37.503,273435,0.0419904
343,2.93333,60.354,39.186,215329,0.0472392
344,  2.92,65.853,38.4588,284903,0.052488
345,2.92727,68.7469,32.2675,330818,0.0577368
346,  3.08,20.7684, 5.589,311935,0.052488
347,  3.08,20.7684,14.175,286341,0.052488
348,3.08571,25.6886,1.55057,206759,0.0367416
349,  3.08,27.5886,12.3606,273566,0.052488
350,  3.06,28.7874,9.0558,249312,0.052488
351,3.05714,34.4134,19.5326,234669,0.0367416
352,3.08571,34.7374,21.4534,176684,0.0367416
353,   3.1,35.397,19.521,187438,0.0419904
354,   3.1,35.559,14.661,267622,0.0419904
355,  3.08,36.531,24.4296,191203,0.052488
356,   3.1,36.693,21.951,280777,0.0419904
357,   3.1,37.368,21.438,142859,0.0314928
358,  3.08,39.5766,34.4574,292568,0.052488
359,  3.08,39.9006,24.0246,324645,0.052488
360,3.09091,43.1804,34.9773,291611,0.0577368
361,3.08889,48.834,  37.8,278879,0.0472392
362,3.07273,50.0875,26.8331,267202,0.0577368
363,  3.08,50.1876,36.693,262292,0.052488
364,   3.1,51.759,25.191,309694,0.0419904
365,3.07273,52.1935,33.6371,326517,0.0577368
366,   3.1,55.485,25.6284,274599,0.052488
367,   3.1,57.591,34.101,173216,0.0419904
368,   3.1,57.915,39.123,318523,0.0419904
369,   3.1,58.077,27.297,288261,0.0419904
370,   3.1,60.669,29.403,290847,0.0419904
371,   3.1,61.479,37.503,294242,0.0419904
372,  3.08,61.9164,31.833,223806,0.052488
373,3.11111,65.196, 34.65,228116,0.0472392
374,3.08571,66.9986,35.0614,265484,0.0367416
375,  3.28,19.683,12.5064,239168,0.052488
376, 3.225,21.5663,1.8225,285410,0.0419904
377,   3.3,22.275, 7.533,236430,0.0419904
378,  3.28,24.6564,14.175,260770,0.052488
379,3.27273,25.4929,18.1145,285300,0.0577368
380,  3.28,25.7904, 6.075,266995,0.052488
381,  3.25,29.8283,20.7967,254417,0.0419904
382,  3.28,30.213,13.4136,286759,0.052488
383, 3.225,30.6788,17.6985,180202,0.0419904
384,3.27273,31.4575,29.0569,414747,0.0577368
385,3.24444,32.742,  19.8,365852,0.0472392
386,   3.3,33.129,16.443,228108,0.0419904
387,  3.24,36.5472,31.0068,109090,0.026244
388,3.27273,39.2335,17.2309,398885,0.0577368
389,3.26154,46.7682,26.2938,462138,0.0682344
390,   3.3,50.787,32.643,269851,0.0419904
391,3.35556,52.002,29.862,266084,0.0472392
392,  3.25,52.812,27.621,229620,0.0419904
393,   3.3,61.803,26.244,101489,0.0209952
394,  3.28,65.5614,39.6414,350358,0.052488
395,3.25455,66.0665,32.3705,303569,0.0577368
396,3.50769, 66.42,27.5275,413474,0.0682344
397,   3.3,68.283,29.727,219652,0.0419904
398,  3.44,17.2044,4.2282,313875,0.052488
399,3.62222,22.698,  3.96,247985,0.0472392
400,  3.52,23.895,16.9776,291763,0.052488
401,3.46667,26.586,17.568,309161,0.0472392
402,   3.5,27.135,10.935,225731,0.0419904
403,3.44444, 27.54, 3.942,260373,0.0472392
404,  3.55,27.702,23.409,255840,0.0419904
405,   3.4,28.782,16.704,240391,0.0472392
406,3.47273,28.7035,21.6491,349230,0.0577368
407,3.47273,28.8949,4.50655,319025,0.0577368
408,   3.4,29.889, 1.539,121884,0.0209952
409,3.53333,30.186, 1.863,208762,0.0314928
410,  3.48,30.5856,27.297,297314,0.052488
411,3.57143,31.4974,12.312,157064,0.0367416
412,3.52727,31.6195,20.6771,221441,0.0577368
413,3.46667,31.8735,2.1465,326056,0.0629856
414,   3.4,33.048,14.5337,251169,0.0367416
415,  3.45,33.372, 6.885,215471,0.0419904
416,3.47273,34.5355,22.1351,346913,0.0577368
417,3.42222,34.704,28.962,296092,0.0472392
418,   3.5,36.207,17.253,265153,0.0419904
419,   3.4,37.2803,18.9337,233230,0.0419904
420,  3.44,47.0772,34.8948,125577,0.026244
421,3.47273,49.3511,33.6665,285602,0.0577368
422,   3.4,50.544,35.802,25723,0.0052488
423,  3.55,51.354,31.671,229861,0.0419904
424,  3.48,52.6824,26.811,252695,0.052488
425,3.43333,56.241,24.732,173116,0.0314928
426,3.52727,57.9371,31.7815,374199,0.0577368
427,  3.48,59.5836,35.883,261140,0.052488
428,3.55556,60.426, 37.53,371227,0.0472392
429,   3.4,61.317,29.403,194239,0.0209952
430,3.44444,63.144,27.198,291550,0.0472392
431,3.52727,63.5776,36.3469,310552,0.0577368
432,3.52727,66.3905,37.2011,253508,0.0577368
433,3.53333,69.714,36.207,188702,0.0314928
434,   3.7,20.655, 4.617,266402,0.0419904
435,  3.72,21.9186,15.3414,301518,0.052488
436,3.73333,22.923, 6.669,274361,0.0629856
437,   3.7,23.085,19.197,260209,0.0419904
438,   3.7,23.733, 1.215,184832,0.0419904
439,3.73333,23.994, 20.34,256480,0.0472392
440,   3.6,24.246,12.546,235373,0.0472392
441,3.63333,25.569, 14.31,197493,0.0314928
442,   3.7,26.001, 8.991,212366,0.0419904
443,  3.72,26.001,9.9144,256097,0.052488
444,   3.6,27.4752,17.9496,135239,0.026244
445,  3.75, 28.35, 2.511,221445,0.0419904
446,3.71111,28.782, 24.21,253867,0.0472392
447,   3.7,29.079, 8.181,218146,0.0419904
448,   3.6,29.6923, 27.54,256104,0.0367416
449,   3.7,29.889,22.275,297242,0.0419904
450,3.71111,30.564,18.864,183222,0.0472392
451,   3.6,33.5543,12.7778,281969,0.0419904
452,   3.6,33.696,20.007,187056,0.0314928
453,   3.6,33.858,19.1623,229733,0.0367416
454,3.72727,34.6385,9.29291,221203,0.0577368
455,3.73333,34.884,15.633,212772,0.0314928
456,   3.6,35.883,12.4416,279774,0.052488
457,   3.7,35.883,16.119,173437,0.0419904
458,  3.72,36.7416,21.303,286120,0.052488
459,  3.75,37.7257,16.4633,245030,0.0419904
460,3.71111, 38.34,31.176,270209,0.0472392
461,   3.7,40.743,28.431,299783,0.0419904
462,   3.6,42.201,20.007,141524,0.0209952
463,3.74545,43.2245,30.4855,300839,0.0577368
464, 3.775,43.5173,32.2987,222674,0.0419904
465,   3.7,44.793,35.154,236970,0.0629856
466,3.87692,48.7371,37.2849,425934,0.0682344
467,  3.76,50.2848,35.8992,166408,0.026244
468,3.74545,50.9858,37.3925,359169,0.0577368
469,  3.72,51.2406,34.7166,342194,0.052488
470,3.73333,54.675,26.487,293147,0.0629856
471,   3.6,55.647,24.138,210556,0.0314928
472,3.62222,56.016,36.162,263731,0.0472392
473,   3.6,56.1816,32.319,309522,0.052488
474,  3.65,56.538,27.945,257472,0.0419904
475,   3.6,57.537,27.243,182618,0.0314928
476,   3.6,60.7963,34.344,249328,0.0367416
477,3.63333, 61.02,26.757,220704,0.0314928
478,   3.7,61.155,30.051,319722,0.0419904
479,   3.6,61.965,26.973,190253,0.0209952
480,  3.65,62.9573,33.0277,242679,0.0419904
481,  3.76,62.9208,35.0892,220668,0.026244
482,3.71429,63.2494,34.5754,259265,0.0367416
483,   3.7,67.473,33.615,237784,0.0419904
484,   3.7,69.579,33.777,295810,0.0419904
485,3.82857,20.5971,12.2194,179569,0.0367416
486,3.89091,20.6476,7.59927,267407,0.0577368
487,3.88889,20.808, 9.018,264493,0.0472392
488,   3.9,22.761,16.119,242104,0.0419904
489,3.87273,23.5195,10.7951,279771,0.0577368
490,3.87273,25.0069,21.1925,239878,0.0577368
491,   3.9,25.0128,15.1956,247356,0.052488
492,  3.88,26.6004, 3.645,294815,0.052488
493,3.87273,27.4075,4.96309,249732,0.0577368
494,3.88889,27.936,20.034,247706,0.0472392
495,   3.9,28.431, 5.427,258297,0.0419904
496,  3.88,28.8684,10.773,250144,0.052488
497,  3.88,29.6784, 9.153,261233,0.052488
498,  3.88,30.9906,14.2074,303998,0.052488
499,3.88889,30.996,28.422,276787,0.0472392
500,   3.9,31.347,17.253,264298,0.0419904
501,3.91111, 31.68,11.556,234862,0.0472392
502,3.90909,31.8993,21.9436,261213,0.0577368
503,3.82857,32.1686,24.462,193290,0.0367416
504,  3.88,34.2144,14.661,318268,0.052488
505,  3.86,34.3926,26.7462,272498,0.052488
506,   3.9,35.721,20.655,178014,0.0419904
507,   3.9,36.369,28.107,272866,0.0419904
508,3.9125,36.5715,22.4066,571709,0.0839808
509,   3.9,36.693,16.119,246047,0.0419904
510,   3.9,36.693,19.521,184634,0.0419904
511,   3.9,36.855,14.499,292250,0.0419904
512,   3.8,36.828,26.784,85926,0.0157464
513,3.86667,36.864, 29.79,246478,0.0472392
514,  3.92,37.7136,20.007,298006,0.052488
515,3.87273,38.4235,25.8611,336604,0.0577368
516,   3.9,42.039,19.521,292186,0.0419904
517,3.88889,43.002,  35.1,280663,0.0472392
518,3.88889,44.442,21.294,336474,0.0472392
519,3.88889,45.414, 36.54,321082,0.0472392
520,   3.9,45.4896,32.319,253087,0.052488
521,   3.9,47.871,24.543,272488,0.0419904
522,  3.88,49.7826,30.6666,271635,0.052488
523,  3.88,50.2686,24.8346,297260,0.052488
524,   3.9,50.463,31.509,256086,0.0419904
525,  3.88,50.5764,38.637,303846,0.052488
526,3.87273,52.7089,32.0465,212247,0.0577368
527,   3.9,53.217,28.431,175180,0.0419904
528,  3.88,54.1404,32.967,235916,0.052488
529,   3.9,59.859,26.487,325408,0.0419904
530,   3.9,60.3126,30.3426,278740,0.052488
531,  3.88,61.4952,33.534,267163,0.052488
532, 3.875,61.6005,34.5667,205943,0.0419904
533,   3.9,63.585,35.397,301588,0.0419904
534,   3.9,66.501,31.185,242361,0.0419904
535,3.88889,66.798,29.898,204789,0.0472392
536,3.91111,66.852, 28.26,277586,0.0472392
537,  3.88,69.0444,34.749,272247,0.052488
538,4.15556,28.674,20.844,244538,0.0472392
539,4.14286,48.6926,27.4474,164845,0.0367416
540,4.26667, 20.88,13.032,261744,0.0472392
541,4.22857,21.546,14.6494,187164,0.0367416
542,   4.2,21.9163, 4.536,124135,0.0367416
543,4.28889,25.668, 8.964,247294,0.0472392
544,   4.2, 28.35,26.163,197219,0.0314928
545,   4.2,28.512,4.48971,299625,0.0367416
546,   4.2,33.291,4.4064,264744,0.052488
547,   4.2,34.3116,15.4548,162403,0.026244
548,4.22857,35.2466,14.904,160359,0.0367416
549,  4.38,35.4132,23.7978,315513,0.052488
550,4.24444,35.856,19.926,253174,0.0472392
551,  4.35,35.7007,26.7503,264193,0.0419904
552,4.26667,36.396,27.297,184514,0.0314928
553,  4.35,36.6728,20.2703,187607,0.0419904
554,   4.2,37.422,27.1697,194928,0.0367416
555,   4.2,40.3843,21.384,235869,0.0367416
556,   4.3,41.715,25.029,274833,0.0419904
557, 4.375,42.282,30.5775,331511,0.0419904
558,4.34286,44.4343,28.5583,178046,0.0367416
559,  4.36,45.8136,30.7962,261239,0.052488
560,4.24444,46.026,28.224,329361,0.0472392
561,   4.2,52.6037, 34.83,221235,0.0367416
562,   4.2,52.9277, 34.02,262847,0.0367416
563,4.27273,53.4305,29.7491,292441,0.0577368
564,4.26667, 54.36,29.664,267176,0.0472392
